groupId	userIds
4964	2244,1725,3528
4965	3967,5183,2583
4966	5603,3476,4296
4967	1883,3658,654
4968	4170,3641,717
4969	755,4809,159
4970	4132,4079,2903
4971	287,6025,5253
4972	4756,1448,4250
4973	2526,203,2511
4974	881,1138,4363
4975	793,2347,365
4976	95,4451,1082
4977	2016,3643,1531
4978	3288,4732,5214
4979	683,533,4755
4980	3145,5482,1424
4981	3103,3652,5016
4982	737,5932,4465
4983	2329,4948,1687
4984	4683,1558,6002
4985	4483,5258,3567
4986	1352,3221,3611
4987	2776,1456,2857
4988	434,4221,3693
4989	1411,3387,1868
4990	248,4640,1057
4991	146,3133,4115
4992	38,318,1762
4993	5818,94,4640
4994	4150,3191,4592
4995	5217,2301,4091
4996	989,3286,4422
4997	1380,4673,2292
4998	5649,1937,1608
4999	4035,6006,2091
5000	2211,2152,4092
5001	4651,562,1560
5002	5527,3777,103
5003	640,5516,4567
5004	5810,957,1407
5005	887,5875,1172
5006	804,4896,2862
5007	93,3015,1701
5008	1982,4369,1325
5009	1887,1445,2099
5010	1391,4623,2075
5011	5624,1309,957
5012	4560,1394,5000
5013	4664,5396,4596
5014	2836,1557,4274
5015	2867,5486,1611
5016	2258,5109,4712
5017	6,1749,539
5018	404,5563,1488
5019	5469,3699,4063
5020	4797,71,5438
5021	4541,5911,1653
5022	134,6009,2966
5023	1377,1027,3087
5024	5157,1653,2898
5025	264,5141,4108
5026	666,5429,486
5027	6037,591,3256
5028	2081,988,3723
5029	545,489,4897
5030	5422,319,315
5031	2981,2494,5355
5032	980,4106,5272
5033	3044,3638,2358
5034	5921,3901,978
5035	5773,1070,5324
5036	1017,1650,3805
5037	4382,1053,4821
5038	2802,4567,4327
5039	5912,5610,1459
5040	2837,1941,5471
5041	5351,5206,1867
5042	3434,162,4524
5043	1450,641,172
5044	5083,2242,5219
5045	5494,1368,2168
5046	720,4986,3242
5047	3864,5180,1701
5048	3689,1744,329
5049	1979,5136,4299
5050	4667,1452,1214
5051	3831,3624,1073
5052	3786,6034,5997
5053	2363,1538,2995
5054	4074,1505,810
5055	451,3436,2181
5056	3577,2881,5211
5057	4956,1085,382
5058	2553,1877,4944
5059	424,1477,4984
5060	1275,3484,5540
5061	4897,1952,4913
5062	1792,2656,1866
5063	3636,41,5967
5064	2500,1323,3188
5065	1665,5494,5283
5066	3483,3034,4602
5067	3703,5998,777
5068	472,2899,5078
5069	3254,744,4550
5070	2525,4092,2526
5071	423,5273,905
5072	5943,5549,4489
5073	2995,4108,2470
5074	3850,1370,2808
5075	1681,1778,4643
5076	3880,178,2116
5077	4619,2121,277
5078	2732,5878,4693
5079	945,5413,5391
5080	5438,1424,1265
5081	5534,808,1655
5082	2730,414,1502
5083	3064,1418,3194
5084	182,1233,5286
5085	3156,3769,5665
5086	5142,2820,5346
5087	4403,2374,311
5088	3188,2433,2537
5089	264,1177,3651
5090	3951,5691,4643
5091	3868,4387,5686
5092	4242,2400,2139
5093	1102,819,5083
5094	3317,1402,5928
5095	1975,240,3478
5096	2028,708,560
5097	5895,1865,1680
5098	4309,4155,971
5099	1344,3777,1717
5100	5948,3591,990
5101	2438,3616,412
5102	1936,5899,851
5103	217,714,4459
5104	5158,1211,2317
5105	4666,4367,4840
5106	701,4370,763
5107	4567,2374,5803
5108	3052,4273,4660
5109	5584,2304,5707
5110	937,1862,2317
5111	97,153,4382
5112	1453,3676,3590
5113	3322,5796,5779
5114	1913,2929,4713
5115	1360,1708,4105
5116	65,5766,582
5117	3957,3302,3219
5118	5463,758,4331
5119	5817,1712,4114
5120	1325,1154,3565
5121	4216,768,133
5122	16,1864,3504
5123	5463,4104,342
5124	2606,516,493
5125	4564,4124,2583
5126	1328,3416,1138
5127	4160,4142,5261
5128	3753,196,4245
5129	4345,879,2006
5130	4418,5881,2635
5131	5728,474,5620
5132	3534,5636,478
5133	895,4357,3419
5134	5911,2471,4895
5135	716,1269,3286
5136	4478,5750,5315
5137	3973,5836,5655
5138	3872,1911,5140
5139	5608,1191,2378
5140	3486,1936,3542
5141	422,4259,695
5142	5506,2746,2415
5143	124,4254,4486
5144	2559,4399,526
5145	3328,2491,4508
5146	2562,976,5661
5147	4068,1470,1616
5148	2722,545,1461
5149	2119,1693,3930
5150	5339,1337,1107
5151	1751,2607,4520
5152	4624,906,5681
5153	4070,3696,2421
5154	283,1311,1363
5155	3462,2276,2732
5156	1261,290,2347
5157	3188,5879,4928
5158	4079,3213,1669
5159	792,1892,3694
5160	4628,4378,3997
5161	739,4964,3783
5162	3019,3060,3370
5163	5954,4915,4532
5164	1298,4108,5014
5165	4544,1001,1053
5166	63,6006,5357
5167	695,1713,5190
5168	1755,676,3581
5169	1148,129,5713
5170	3953,4331,2685
5171	3341,5735,4602
5172	1121,3964,4116
5173	5543,4626,1610
5174	96,432,5631
5175	5435,5591,1769
5176	1994,4044,4387
5177	5959,5366,2538
5178	5579,4740,1012
5179	2382,651,1400
5180	2852,299,4641
5181	4249,5604,1183
5182	4022,5409,1038
5183	3595,2229,4937
5184	3110,1918,4424
5185	3189,326,3599
5186	3777,5827,4457
5187	5182,1333,4329
5188	4386,3679,4656
5189	3129,4239,3379
5190	2972,2963,4937
5191	2490,4497,5785
5192	1448,4406,4571
5193	4723,183,1832
5194	1104,5436,4083
5195	4574,4453,4102
5196	509,1449,208
5197	2019,884,4675
5198	365,3732,4839
5199	5226,1026,4069
5200	2823,3479,1568
5201	5171,5341,5257
5202	766,5261,2575
5203	5315,3720,2134
5204	2662,5554,2380
5205	4305,2249,5703
5206	3658,2856,2945
5207	5940,1821,4745
5208	3450,4844,3095
5209	5634,5466,5435
5210	532,928,5866
5211	3927,3286,3176
5212	5447,3197,5484
5213	2013,5402,4069
5214	2553,574,600
5215	4519,37,2129
5216	945,1492,2294
5217	2767,4803,4866
5218	359,203,4545
5219	5500,5438,4659
5220	4380,4727,4881
5221	4809,2509,1788
5222	295,773,4818
5223	2130,3805,5838
5224	1111,5531,1661
5225	1603,792,970
5226	425,4876,1398
5227	1633,4042,67
5228	5085,5752,636
5229	1670,2185,5841
5230	1859,1350,4287
5231	43,4816,4972
5232	915,59,2909
5233	3253,922,5809
5234	509,4205,2737
5235	1373,939,4094
5236	4058,2942,1299
5237	3040,4279,4295
5238	1056,5357,2183
5239	4772,1559,782
5240	2727,760,48
5241	5246,916,1595
5242	4583,1833,244
5243	30,3445,5280
5244	2011,1828,3224
5245	4039,4416,922
5246	4220,3402,3905
5247	5398,288,907
5248	4502,4025,4240
5249	4236,2674,4084
5250	552,5633,864
5251	2894,4113,869
5252	1839,3771,308
5253	3353,196,2430
5254	3031,2728,5856
5255	435,1326,5907
5256	2911,594,1264
5257	3822,4150,6027
5258	2364,5231,1556
5259	2386,442,1158
5260	3683,219,5787
5261	468,5674,2881
5262	605,3874,5882
5263	5763,2146,3452
5264	3442,3006,5127
5265	5743,2144,2311
5266	5017,4623,5588
5267	3348,4826,2675
5268	6036,4214,703
5269	5614,2332,5431
5270	2275,5942,494
5271	3225,4555,176
5272	866,5055,3940
5273	4201,3337,4304
5274	539,5846,4810
5275	5811,504,4310
5276	5043,1710,3528
5277	2087,2871,4965
5278	2641,2163,2167
5279	4506,4040,2318
5280	5980,1480,2257
5281	1074,3593,2921
5282	4722,3111,4172
5283	2391,4379,4017
5284	5778,4726,5925
5285	1956,2195,3423
5286	2907,2077,5175
5287	2753,2571,976
5288	3955,3800,4645
5289	461,1219,3886
5290	5127,5041,5482
5291	3097,4013,4405
5292	1622,5093,472
5293	4477,249,5647
5294	3215,3001,2605
5295	3225,4236,3451
5296	5423,3373,1966
5297	5270,1691,536
5298	2115,753,2876
5299	4295,5624,2801
5300	3254,1052,1801
5301	2158,4134,5199
5302	2615,4159,4949
5303	4619,3433,4138
5304	5092,866,4159
5305	349,2746,5920
5306	275,3153,3983
5307	5199,1443,2160
5308	4442,961,857
5309	1545,2232,3362
5310	5195,4469,1865
5311	2575,1446,4796
5312	5206,1707,2010
5313	4885,4207,5037
5314	1471,4168,3973
5315	1569,5441,5164
5316	3609,5203,2511
5317	2157,2935,5192
5318	2015,886,399
5319	2127,1946,5692
5320	5992,898,4263
5321	59,381,1136
5322	665,752,2676
5323	1881,2241,401
5324	68,5607,3143
5325	2290,1801,1094
5326	292,5876,1219
5327	5392,499,6031
5328	3500,4074,2573
5329	5457,4231,339
5330	4766,32,1677
5331	3740,1812,4594
5332	3404,3613,5199
5333	737,1507,1313
5334	1011,1081,555
5335	1012,4898,3945
5336	3974,2460,890
5337	1896,4241,3661
5338	5335,4199,800
5339	3879,2623,2043
5340	4475,1670,5097
5341	588,3558,5784
5342	1515,5003,52
5343	3534,3376,5132
5344	4396,1556,5786
5345	4400,3,5796
5346	567,751,2671
5347	3979,5879,2923
5348	3239,811,5938
5349	3592,4269,805
5350	5748,5190,1425
5351	4156,1412,5457
5352	842,1456,3028
5353	1794,5736,602
5354	751,277,2662
5355	4215,293,5213
5356	1470,2267,532
5357	1546,2724,684
5358	2399,1030,3352
5359	2669,2317,3943
5360	409,3534,5499
5361	1225,70,3823
5362	490,4559,3541
5363	3041,1811,3114
5364	4775,5526,1236
5365	1184,5146,2018
5366	96,936,4211
5367	1284,3611,5506
5368	2122,1654,2486
5369	3983,1715,5732
5370	3684,202,3846
5371	1174,4786,1258
5372	3968,1071,966
5373	951,2606,3815
5374	4727,300,2543
5375	2686,3724,4333
5376	207,3217,4344
5377	4714,5445,4307
5378	2600,92,2540
5379	1161,1046,1732
5380	3610,4539,2749
5381	5735,3650,1443
5382	3806,5891,1273
5383	5967,273,5449
5384	1239,1292,4534
5385	283,4848,1720
5386	2771,647,5500
5387	2141,4211,4608
5388	2684,3341,1061
5389	5977,4418,1103
5390	4026,1138,4903
5391	4495,1697,1576
5392	1623,4937,1988
5393	2466,439,4701
5394	5607,3692,3756
5395	3002,5497,3441
5396	2832,2511,1726
5397	1162,1207,2695
5398	5640,5269,3535
5399	3339,2292,3007
5400	1149,1044,1863
5401	4412,5924,1557
5402	5600,3803,2254
5403	2846,1637,1657
5404	1393,2471,5355
5405	3833,6005,4222
5406	2915,661,3451
5407	5607,4577,4977
5408	2789,5850,5893
5409	5335,5243,2227
5410	1382,437,4768
5411	3946,2256,2760
5412	1925,862,5843
5413	4822,3870,5684
5414	3662,4197,3271
5415	3410,867,691
5416	4365,1190,2982
5417	5973,3785,3076
5418	2442,5421,5983
5419	1643,5583,1104
5420	938,4385,5827
5421	4889,3625,2790
5422	3555,3437,327
5423	638,1631,5089
5424	3167,4246,3177
5425	5490,536,4868
5426	2721,639,3132
5427	1733,2668,4202
5428	3802,3527,5940
5429	762,4486,4328
5430	3129,1406,5910
5431	4663,5361,236
5432	1416,3120,2087
5433	3394,142,5078
5434	5307,522,431
5435	5411,5807,5701
5436	2630,606,540
5437	3511,1820,927
5438	1231,955,5126
5439	4338,903,5149
5440	2242,5069,4137
5441	3809,3255,1115
5442	3484,1056,3286
5443	4489,4101,1001
5444	3160,5180,4035
5445	4384,2774,3302
5446	5227,299,2939
5447	5096,1173,5445
5448	2139,2547,608
5449	907,891,4910
5450	2289,4196,1025
5451	7,127,581
5452	2187,2468,5417
5453	2748,663,4254
5454	5306,518,4877
5455	1757,2089,3982
5456	5205,539,5642
5457	771,3852,3575
5458	3755,2571,809
5459	2561,1732,1268
5460	6040,4573,4914
5461	5174,1005,2732
5462	4858,2,112
5463	5460,1720,2911
5464	3974,5925,1589
5465	1261,2970,342
5466	1982,2152,3224
5467	4137,4250,2078
5468	1297,1741,366
5469	269,287,5004
5470	1343,4337,5558
5471	3366,5945,1966
5472	1026,5930,2407
5473	1517,1175,1207
5474	3841,5376,1276
5475	901,5468,1356
5476	1491,4492,1326
5477	3105,1444,4284
5478	1262,3996,5204
5479	1723,3003,636
5480	1064,2529,3282
5481	3544,4133,5274
5482	3798,2906,5944
5483	4388,15,2735
5484	5316,2351,2927
5485	5714,4756,2480
5486	5528,2024,5536
5487	907,1690,949
5488	1258,201,3928
5489	1252,5145,3744
5490	2324,2058,5379
5491	5349,48,2326
5492	815,4693,3753
5493	4795,280,3968
5494	3305,3604,313
5495	3064,59,2024
5496	5229,1976,2963
5497	488,112,5753
5498	807,760,4627
5499	5842,353,3108
5500	356,662,1367
5501	5067,3952,4981
5502	999,1908,4931
5503	2220,4782,811
5504	3792,641,4328
5505	3096,2872,3657
5506	2873,2699,2087
5507	5414,1084,2285
5508	1138,3959,3779
5509	3290,4349,3568
5510	2208,3997,3189
5511	4371,205,1362
5512	396,544,1486
5513	6037,2069,3853
5514	5122,3574,4561
5515	3502,271,4911
5516	4718,5153,1867
5517	3057,3794,4197
5518	1510,5097,2600
5519	1277,5767,2209
5520	306,836,5928
5521	4927,1799,5758
5522	3720,2739,2160
5523	2957,1735,1697
5524	5020,1088,1200
5525	2809,5255,1298
5526	3748,711,379
5527	3109,4392,4372
5528	3243,4740,4180
5529	5705,1053,3781
5530	3587,4889,5748
5531	3454,4033,1012
5532	4497,3770,5604
5533	2566,5172,4039
5534	1553,1764,5346
5535	4402,5824,3
5536	789,5790,1847
5537	2618,3084,4275
5538	5373,4283,5760
5539	235,5014,787
5540	3504,286,1931
5541	5946,3041,5050
5542	5814,5571,1297
5543	5599,4422,4214
5544	5543,5795,745
5545	730,4421,5260
5546	2594,4979,4567
5547	2290,4234,4807
5548	1715,5993,1709
5549	2204,3770,1505
5550	1161,1622,1495
5551	5434,838,4900
5552	3474,3035,1141
5553	3064,2105,4848
5554	2041,4614,2484
5555	3764,3820,5755
5556	1865,5339,38
5557	1733,148,184
5558	66,3989,5205
5559	1981,5253,784
5560	963,515,5199
5561	1914,2234,134
5562	3227,5173,5571
5563	169,412,131
5564	2782,4583,4017
5565	2450,3916,745
5566	4726,3991,584
5567	2636,3388,2307
5568	5362,1129,666
5569	5040,2705,3901
5570	4640,146,4841
5571	4252,2282,3050
5572	2016,2194,3585
5573	3913,3601,176
5574	2995,5318,116
5575	5422,2873,1498
5576	3722,4601,2777
5577	3950,5046,820
5578	2328,2250,5657
5579	2574,3758,5427
5580	4120,5149,4422
5581	3841,1403,5852
5582	923,4188,4385
5583	4751,2673,4678
5584	310,2494,5148
5585	3924,428,130
5586	4741,4661,1003
5587	4744,2711,4264
5588	4674,2399,2056
5589	2300,3744,3795
5590	3225,4432,1338
5591	5226,895,3731
5592	5175,3730,1604
5593	1983,2725,4500
5594	2729,5838,28
5595	5207,2531,121
5596	3542,5134,598
5597	796,540,4718
5598	1866,5277,5090
5599	5757,5206,2601
5600	4963,5502,1582
5601	5115,2578,3822
5602	1359,1584,3165
5603	1816,351,940
5604	960,3666,3368
5605	876,2783,5228
5606	2622,305,3217
5607	369,1651,3583
5608	4358,4863,5018
5609	3932,650,3116
5610	2927,188,5761
5611	435,5517,4681
5612	1541,5918,2163
5613	5611,4896,5435
5614	4987,4516,5588
5615	1424,2666,3873
5616	4366,3830,2068
5617	4334,480,1445
5618	5553,1449,1760
5619	4548,2774,311
5620	3142,2959,3129
5621	5529,4922,1139
5622	5272,5728,5080
5623	5236,4461,5597
5624	2571,303,1943
5625	5735,170,346
5626	5234,3008,4401
5627	646,4838,2029
5628	3653,3764,2287
5629	1642,4874,5259
5630	4959,5842,204
5631	4433,1925,4506
5632	4002,3542,2524
5633	1753,633,5494
5634	828,547,3384
5635	1786,2842,6023
5636	917,877,739
5637	4919,5291,2589
5638	14,2735,4309
5639	2946,1976,542
5640	1565,5736,4333
5641	3709,2777,2230
5642	4389,5518,466
5643	1634,3396,5532
5644	474,1641,2148
5645	2965,2126,4498
5646	2784,3222,3458
5647	2387,3357,4308
5648	1901,5762,5560
5649	1800,5597,626
5650	372,500,2192
5651	4273,3246,3007
5652	2083,2658,792
5653	4510,3517,4640
5654	5762,595,1310
5655	4037,2527,2610
5656	4159,3963,5795
5657	753,4442,1151
5658	4671,5910,1850
5659	3781,2935,3972
5660	5645,2631,450
5661	2102,4264,465
5662	3761,3252,5477
5663	2058,5115,2620
5664	1676,4848,4220
5665	4683,2406,1367
5666	2357,1336,1438
5667	5986,3576,4681
5668	1522,3543,5221
5669	4846,6014,4269
5670	3205,4850,5288
5671	766,5574,2258
5672	337,3221,2592
5673	5609,4250,4869
5674	692,4907,4871
5675	709,5754,1635
5676	684,2582,99
5677	969,5036,3465
5678	110,4314,3220
5679	5534,5851,1680
5680	2498,2525,5601
5681	50,2072,2265
5682	4057,2136,2709
5683	5336,908,2295
5684	5080,3077,1050
5685	2005,3617,3564
5686	2975,2731,3948
5687	4278,5917,654
5688	4514,1268,5062
5689	2458,4825,1848
5690	2837,4498,3388
5691	5562,5669,2524
5692	1199,2437,145
5693	1930,2186,1028
5694	1374,953,1418
5695	5046,1616,1397
5696	3332,1728,2059
5697	5907,2666,2392
5698	3979,1589,5436
5699	1043,3989,2004
5700	4859,785,4795
5701	2432,542,4445
5702	935,3807,74
5703	5327,3615,1824
5704	3242,3321,2154
5705	2863,1840,4188
5706	1969,1803,188
5707	1483,818,4094
5708	5651,5407,1585
5709	3047,2592,4041
5710	1786,5673,4041
5711	3587,4205,5762
5712	4323,5018,5375
5713	2446,613,1307
5714	437,3653,2985
5715	2422,5282,2786
5716	769,937,2355
5717	4337,2645,2950
5718	28,5646,1567
5719	2964,5799,1492
5720	3969,5617,4466
5721	1253,3916,2007
5722	427,5084,3512
5723	3309,3933,2132
5724	2959,4551,3991
5725	3256,5041,2380
5726	1231,1707,872
5727	1139,5252,4773
5728	2284,850,4021
5729	3392,2956,2420
5730	2621,4712,2542
5731	5758,1916,5424
5732	3382,1988,2014
5733	3283,1298,5530
5734	5918,4964,5144
5735	4041,4466,5561
5736	5217,1508,555
5737	1524,2350,3132
5738	1265,5759,5073
5739	3464,4126,1699
5740	5553,4545,2578
5741	815,1063,5988
5742	5265,226,5839
5743	2079,16,5251
5744	5649,4393,3257
5745	1224,2491,4169
5746	5445,2351,3901
5747	5952,3965,1207
5748	4313,5164,5552
5749	5609,4676,5635
5750	491,3715,1750
5751	5976,1409,1674
5752	5422,4375,1867
5753	1896,4867,598
5754	1324,3057,1378
5755	2511,2296,1504
5756	1359,5366,917
5757	2101,2909,3482
5758	4315,2166,5232
5759	5143,2323,3397
5760	5346,3955,528
5761	4927,2240,4838
5762	3425,4127,4254
5763	5104,911,197
5764	4049,2086,5850
5765	2164,1900,337
5766	2832,1646,5203
5767	3417,3252,5850
5768	5883,4157,1601
5769	3033,449,1805
5770	5133,2953,2170
5771	3509,763,3236
5772	607,5429,1740
5773	584,3332,1430
5774	2350,2064,1360
5775	3538,3724,206
5776	5919,4735,1658
5777	2814,4166,5543
5778	3351,1443,4428
5779	1524,84,4865
5780	4396,4033,5702
5781	4838,4030,5822
5782	3381,1539,3305
5783	2629,1472,3576
5784	5678,4460,422
5785	1392,4432,4949
5786	5249,4540,1989
5787	1055,3411,2401
5788	4666,4416,4138
5789	5811,3703,5754
5790	5404,4300,2938
5791	1836,5132,3332
5792	5298,5565,591
5793	2645,5526,3641
5794	4808,4105,2571
5795	5252,5974,3214
5796	2619,4174,6021
5797	950,6025,916
5798	1539,5809,5504
5799	665,2985,2549
5800	367,3323,3009
5801	1873,4882,1667
5802	5589,2631,748
5803	2216,4872,5910
5804	2482,1136,1694
5805	1108,1848,2266
5806	2517,5794,2422
5807	80,1034,2391
5808	58,4542,3567
5809	1117,3853,4575
5810	3301,2509,5991
5811	4843,4608,5005
5812	1809,2080,5723
5813	5078,1186,1410
5814	4717,3667,2531
5815	881,1996,174
5816	285,6030,465
5817	347,1235,1825
5818	2926,4104,1240
5819	5870,3578,1335
5820	2447,981,5850
5821	3288,52,3083
5822	2928,4844,5341
5823	3186,3515,5912
5824	2371,4382,5181
5825	2131,222,2245
5826	1799,4570,523
5827	1682,3397,5462
5828	2617,3047,1771
5829	393,2928,2174
5830	581,4057,3884
5831	3755,2927,3244
5832	1476,342,3305
5833	1616,3496,2901
5834	2459,4222,3128
5835	4601,1460,4740
5836	3360,4534,4507
5837	1745,717,2182
5838	5530,1480,473
5839	931,3194,3543
5840	3958,3584,5064
5841	1460,322,5840
5842	2907,3509,1721
5843	3492,4596,3033
5844	2315,1484,2617
5845	3810,4020,2155
5846	1342,3877,2054
5847	3083,163,5125
5848	4619,3168,3360
5849	286,5538,4411
5850	324,2102,3946
5851	4684,6020,2872
5852	1363,4536,1982
5853	3841,5339,5866
5854	1930,1517,2966
5855	116,1919,512
5856	3868,5388,5407
5857	3314,4972,2793
5858	3967,3499,3994
5859	4997,4439,1454
5860	2891,1301,1615
5861	1038,1758,1876
5862	1557,4279,3802
5863	1936,634,3489
5864	2570,1178,3319
5865	1455,2926,2322
5866	5493,880,4081
5867	5510,4673,2203
5868	5699,3692,3129
5869	1110,1867,5674
5870	4609,894,4030
5871	5742,5925,4665
5872	136,3750,2556
5873	407,5882,2882
5874	3056,1354,1590
5875	2480,1860,5432
5876	928,1011,1508
5877	1251,1876,2311
5878	4771,759,2626
5879	5219,4606,1490
5880	1286,4191,1427
5881	2813,5223,6006
5882	5178,533,697
5883	2157,2547,607
5884	2681,1069,4647
5885	819,28,1623
5886	4116,425,4293
5887	1918,3315,5918
5888	5335,585,3434
5889	478,5750,3110
5890	3440,522,5535
5891	1020,2685,3976
5892	3710,5555,1838
5893	5846,5949,3579
5894	4137,4012,3388
5895	1581,5944,4247
5896	5160,4007,1004
5897	2591,223,2760
5898	1528,254,3981
5899	2758,4009,2734
5900	759,3390,2387
5901	1923,1505,3591
5902	1752,593,1974
5903	4016,3577,801
5904	5404,3096,3684
5905	3496,3168,1643
5906	5420,3471,3859
5907	1306,2468,5067
5908	4787,5993,1670
5909	1909,1329,4945
5910	3768,5268,852
5911	2451,3059,5493
5912	1598,2824,3396
5913	454,3992,3482
5914	5338,5651,1044
5915	1245,1298,5206
5916	1280,2523,1942
5917	1056,4423,132
5918	3277,1834,4440
5919	1577,89,4067
5920	2456,2010,600
5921	792,2048,3933
5922	5999,2795,4780
5923	341,4033,2814
5924	4136,4783,4279
5925	4496,5944,88
5926	5152,4218,5471
5927	5796,4587,3152
5928	2362,5713,1909
5929	1417,1837,823
5930	5265,1103,1369
5931	465,3175,5160
5932	733,5129,728
5933	557,2106,4824
5934	4631,721,1841
5935	1407,3016,5312
5936	994,735,2905
5937	3674,3581,5233
5938	4363,3120,1539
5939	5998,783,1934
5940	1191,89,4145
5941	1051,960,1188
5942	2829,4223,2428
5943	2479,2933,2510
5944	4647,2208,4365
5945	5893,1850,3713
5946	823,1523,324
5947	4621,3142,4754
5948	1594,3780,4228
5949	2869,1991,4109
5950	5465,570,717
5951	1546,348,1392
5952	3445,3352,4462
5953	1008,760,4161
5954	1313,3636,2649
5955	5700,5828,4074
5956	426,2183,2907
5957	1181,1484,5409
5958	3809,4742,1191
5959	2853,4836,3513
5960	5618,2376,2309
5961	4518,4365,4029
5962	2844,4978,3146
5963	5579,2103,4664
5964	292,1675,4113
5965	1341,492,2652
5966	5620,2609,109
5967	4144,4437,1545
5968	4719,3641,4332
5969	2289,3203,5814
5970	1524,431,658
5971	436,2036,5610
5972	561,852,1473
5973	4667,1589,1959
5974	1440,1551,5300
5975	4503,345,5758
5976	933,1345,1928
5977	525,5688,4693
5978	967,1485,4491
5979	1691,1505,5332
5980	313,3138,5219
5981	4033,2884,3745
5982	477,4514,4840
5983	4610,3429,2562
5984	2335,1097,5269
5985	1719,629,1203
5986	238,3551,3735
5987	2826,4983,5516
5988	4730,4870,4104
5989	191,2163,713
5990	4995,2946,1847
5991	5005,1893,2292
5992	3386,4483,1922
5993	1146,5136,4154
5994	5822,3220,2556
5995	5176,5153,2168
5996	1414,3341,3894
5997	5192,1222,866
5998	1199,749,1325
5999	5695,4332,5314
6000	2522,4323,364
6001	5178,131,5852
6002	761,372,2096
6003	6025,471,3115
6004	719,1828,2761
6005	3871,1418,41
6006	1599,3267,4868
6007	659,2936,3916
6008	2910,971,666
6009	902,108,452
6010	5154,5657,4831
6011	3435,5405,932
6012	3662,5537,3461
6013	1419,3829,4710
6014	4384,2239,4631
6015	2252,2477,673
6016	2431,6,3190
6017	3142,3586,2834
6018	4777,2689,2746
6019	1751,2128,4242
6020	5415,4411,1563
6021	2742,1021,4631
6022	3395,1743,5065
6023	5229,3673,4868
6024	5876,5591,5759
6025	629,2611,4135
6026	703,1163,5792
6027	359,2186,4525
6028	2813,1600,5705
6029	5120,913,5399
6030	4039,952,1187
6031	2547,1510,3499
6032	5001,2061,3600
6033	633,4751,2962
6034	954,4154,4925
6035	3341,5736,1081
6036	5687,1597,4704
6037	1628,1504,3084
6038	868,3747,371
6039	2502,2949,2897
6040	4344,98,5457
6041	5666,330,2224
6042	579,1435,2851
6043	1470,2450,1277
6044	1930,2,2195
6045	5976,640,2210
6046	5616,2999,534
6047	4167,3738,3331
6048	999,3806,1281
6049	5599,6031,5525
6050	5953,2944,2546
6051	2221,776,5639
6052	5134,4205,5745
6053	5328,5572,4109
6054	5481,531,3712
6055	1093,5088,32
6056	2990,345,3281
6057	3658,2245,846
6058	4245,5856,324
6059	3912,5060,3415
6060	313,2263,4179
6061	3670,1389,3566
6062	900,3004,4492
6063	3073,678,2692
6064	3052,5052,6009
6065	382,211,5376
6066	2339,4764,1540
6067	2676,1314,4890
6068	3953,2000,3231
6069	5835,4703,1480
6070	1595,2041,2377
6071	4221,463,4170
6072	2386,2329,4004
6073	4426,1886,5562
6074	3484,5367,5105
6075	829,3830,2309
6076	2315,3900,5637
6077	3985,1031,2440
6078	5285,533,5072
6079	1482,2425,5950
6080	1272,3072,1929
6081	198,5076,2927
6082	713,1019,5288
6083	4176,1405,5872
6084	3362,3896,4408
6085	1194,2379,5455
6086	4613,6038,4683
6087	154,4614,1714
6088	1724,5418,2711
6089	1017,5429,1362
6090	248,2003,5182
6091	5643,3438,4473
6092	3803,2986,3471
6093	1703,605,4410
6094	430,1698,2984
6095	1699,1422,4639
6096	470,5114,3547
6097	4003,3086,1698
6098	3083,2934,4476
6099	5995,2243,242
6100	851,179,1259
6101	4988,2471,3933
6102	5814,2917,4807
6103	3990,2025,5305
6104	94,4664,5177
6105	4694,4787,2262
6106	4276,5512,2201
6107	880,1020,3938
6108	4770,2251,5662
6109	4678,1495,4279
6110	5636,915,1
6111	3610,2101,1199
6112	1519,4440,5938
6113	2776,4564,2585
6114	346,1673,5668
6115	4111,5618,5640
6116	4447,2792,2326
6117	3792,5090,5959
6118	5755,1186,3998
6119	3555,4583,2431
6120	2066,3308,4348
6121	4273,599,3129
6122	2311,467,685
6123	4319,556,4442
6124	2530,4633,2884
6125	2519,1543,4892
6126	4827,4474,5408
6127	2149,5932,2956
6128	1525,4493,1781
6129	4999,1834,4374
6130	1341,5224,323
6131	3734,879,5947
6132	2906,3280,5186
6133	3516,4455,2899
6134	3946,4203,2434
6135	209,4573,3532
6136	3295,5971,3278
6137	5214,1946,1110
6138	4569,3382,2057
6139	4122,3601,1683
6140	3645,1537,730
6141	1905,4491,2622
6142	5036,1245,3447
6143	6013,1071,108
6144	2439,2767,96
6145	3324,4329,959
6146	2148,4153,3905
6147	303,4911,5135
6148	2083,3784,175
6149	1961,711,1759
6150	4479,3283,1290
6151	5314,2947,31
6152	887,3735,5790
6153	5275,1000,2648
6154	5482,2877,1937
6155	5859,5459,87
6156	83,2630,4670
6157	3288,3131,4558
6158	3845,1648,33
6159	1998,4096,3058
6160	179,329,5055
6161	1971,708,1759
6162	788,1556,2942
6163	5449,1643,2090
6164	4467,5762,1776
6165	847,5995,3454
6166	1115,1209,101
6167	5688,109,4848
6168	747,853,1698
6169	1089,2398,5323
6170	5719,2223,3165
6171	2502,3525,2017
6172	1856,5799,2178
6173	669,3344,3267
6174	4358,4065,4516
6175	1760,5601,3321
6176	2405,2468,1745
6177	1582,1878,3199
6178	4605,2275,775
